Market Name,Cascade,FDD/TDD,Sector ID,Source_eNB Name,Source_eNB ID,Source_LSM,Source_Cell ID,Source_eNB OAM VLAN ,Source_eNB OAM VLAN prefix (/30),Source_OAM GW IP ,Source_eNB OAM IP,Source_eNB S&B VLAN,Source_eNB S&B VLAN  prefix (/30) ,Source_S&B GW IP ,Source_eNB S&B IP,Source_BH Port,Source_Cabinet_Type,Target_eNB Name,Target_eNB ID,Target_LSM,Target_Cell ID,Target_eNB OAM VLAN ,Target_eNB OAM VLAN prefix (/30),Target_OAM GW IP ,Target_eNB OAM IP,Target_eNB S&B VLAN,Target_eNB S&B VLAN  prefix (/30) ,Target_S&B GW IP ,Target_eNB S&B IP,Target_BH Port,Target_Cabinet_Type,TAC(Hex),PCI,RACH,Band,DL Center Freq MHz,UL Center Freq MHz,Bandwidth (MHz),EARFCN_DL,EARFCN_UL,Start EARFCN1,Start EARFCN2,MME IP,Tx Diversity,Rx Diveristy,Tx Path Assignment (AB/CD/ABCD/ABCDEFGH),Attenuation/Path,"RS Boost (Option - OFF, 3dB, 6 dB, 1.2 dB, 4.2 dB)",EAIU_Type,EAIU SN,Expansion Cabinet,RRH Type,RRH subtype,No. of ALD,Electrical Tilt,Output Power (watt),Center Line (Ft)
LCV,SF03UB176,TDD,1,ERLMCAAJBBULTE0619674,619674,taclsmu01ep01,1,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,ERLMCAAJBBULTE0614474,614474,taclsmu01ep01,4,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,4B05,236,368,41,2628.8,2628.8,20,40978,40978,40878,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E700060,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF03UB176,TDD,2,ERLMCAAJBBULTE0619674,619674,taclsmu01ep01,2,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,ERLMCAAJBBULTE0614474,614474,taclsmu01ep01,5,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,4B05,235,376,41,2628.8,2628.8,20,40978,40978,40878,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E700060,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF03UB176,TDD,0,ERLMCAAJBBULTE0619674,619674,taclsmu01ep01,3,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,ERLMCAAJBBULTE0614474,614474,taclsmu01ep01,12,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,4B05,234,360,41,2648.6,2648.6,20,41176,41176,40878,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E700060,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF03UB176,TDD,1,ERLMCAAJBBULTE0619674,619674,taclsmu01ep01,4,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,ERLMCAAJBBULTE0614474,614474,taclsmu01ep01,13,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,4B05,236,368,41,2648.6,2648.6,20,41176,41176,40878,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E700060,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF03UB176,TDD,2,ERLMCAAJBBULTE0619674,619674,taclsmu01ep01,5,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,ERLMCAAJBBULTE0614474,614474,taclsmu01ep01,14,34,30,111.21.97.169,111.21.97.170,42,30,10.149.10.209,10.149.10.210,1,Outdoor,4B05,235,376,41,2648.6,2648.6,20,41176,41176,40878,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E700060,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,FDD,0,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,0,32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,0,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,428,165,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,NA,No,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,1,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,1,32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,9,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,241,175,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,NA,No,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,2,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,2,32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,18,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,12,155,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,NA,No,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,0,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,3,32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,1,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,428,165,25,1937.5,1857.5,5,8115,26115,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,NA,No,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,1,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,4,32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,10,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,241,175,25,1937.5,1857.5,5,8115,26115,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,NA,No,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,2,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,5,32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,19,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,12,155,25,1937.5,1857.5,5,8115,26115,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,NA,No,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,0,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,15(locked),32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,2,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,428,165,26,866.3,821.3,5,8763,26763,,,10.156.11.188/10.156.3.188,2T,2R,AB,0,3,EAIU4-U_I,NA,No,RRH_C2,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,1,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,16(locked),32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,11,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,241,175,26,866.3,821.3,5,8763,26763,,,10.156.11.188/10.156.3.188,2T,2R,AB,0,3,EAIU4-U_I,NA,No,RRH_C2,0,0,TBD,TBD,TBD
LCV,SF72XC088,FDD,2,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,17(locked),32,30,111.21.116.161,111.21.116.162,40,30,10.149.4.241,10.149.4.242,0,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,20,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,12,155,26,866.3,821.3,5,8763,26763,,,10.156.11.188/10.156.3.188,2T,2R,AB,0,3,EAIU4-U_I,NA,No,RRH_C2,0,0,TBD,TBD,TBD
LCV,SF72XC088,TDD,0,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,0,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,3,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,383,296,41,2518.4,2518.4,20,39874,39874,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,1,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,1,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,4,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,382,304,41,2518.4,2518.4,20,39874,39874,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,2,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,2,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,5,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,381,288,41,2518.4,2518.4,20,39874,39874,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,0,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,3,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,12,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,383,296,41,2538.2,2538.2,20,40072,40072,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,1,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,4,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,13,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,382,304,41,2538.2,2538.2,20,40072,40072,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,2,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,5,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,14,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,381,288,41,2538.2,2538.2,20,40072,40072,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,0,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,6,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,6,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,383,296,41,2558,2558,20,40270,40270,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,1,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,7,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,7,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,382,304,41,2558,2558,20,40270,40270,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC088,TDD,2,SHFTCADJBBULTE0619740,619740,taclsmu01ep01,8,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,SHFTCADJBBULTE0614540,614540,sjslsmr02lems2,8,34,30,111.21.116.169,111.21.116.170,42,30,10.149.9.161,10.149.9.162,1,Indoor,4B05,381,288,41,2558,2558,20,40270,40270,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-U_I,NA,No,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,FDD,0,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,0,32,30,111.21.116.225,111.21.116.226,40,30,10.149.4.249,10.149.4.250,0,Indoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,0,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,430,105,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D966122,Yes,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC089,FDD,1,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,1,32,30,111.21.116.225,111.21.116.226,40,30,10.149.4.249,10.149.4.250,0,Indoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,9,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,362,115,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D966122,Yes,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC089,FDD,2,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,2,32,30,111.21.116.225,111.21.116.226,40,30,10.149.4.249,10.149.4.250,0,Indoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,18,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,72,95,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D966122,Yes,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC089,FDD,0,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,3,32,30,111.21.116.225,111.21.116.226,40,30,10.149.4.249,10.149.4.250,0,Indoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,1,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,430,105,25,1937.5,1857.5,5,8115,26115,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D966122,Yes,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC089,FDD,1,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,4,32,30,111.21.116.225,111.21.116.226,40,30,10.149.4.249,10.149.4.250,0,Indoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,10,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,362,115,25,1937.5,1857.5,5,8115,26115,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D966122,Yes,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC089,FDD,2,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,5,32,30,111.21.116.225,111.21.116.226,40,30,10.149.4.249,10.149.4.250,0,Indoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,19,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,72,95,25,1937.5,1857.5,5,8115,26115,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D966122,Yes,RRH_P4,0,0,TBD,TBD,TBD
LCV,SF72XC089,TDD,0,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,0,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,3,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,385,104,41,2518.4,2518.4,20,39874,39874,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,1,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,1,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,4,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,386,112,41,2518.4,2518.4,20,39874,39874,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,2,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,2,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,5,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,384,96,41,2518.4,2518.4,20,39874,39874,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,0,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,3,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,12,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,385,104,41,2538.2,2538.2,20,40072,40072,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,1,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,4,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,13,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,386,112,41,2538.2,2538.2,20,40072,40072,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,2,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,5,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,14,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,384,96,41,2538.2,2538.2,20,40072,40072,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,0,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,6,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,6,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,385,104,41,2558,2558,20,40270,40270,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,1,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,7,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,7,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,386,112,41,2558,2558,20,40270,40270,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC089,TDD,2,WASCCAAOBBULTE0619741,619741,taclsmu01ep01,8,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Outdoor,WASCCAAOBBULTE0614541,614541,sjslsmr02lems2,8,34,30,111.21.116.233,111.21.116.234,42,30,10.149.11.241,10.149.11.242,1,Indoor,4B05,384,96,41,2558,2558,20,40270,40270,39774,,10.156.11.188/10.156.3.188,8T,8R,ABCDEFGH,0,1.2,EAIU4-UA,S43E300069,Yes,RRH-B8,0,1,TBD,TBD,TBD
LCV,SF72XC740,FDD,0,MCFACAAXBBULTE0614548,614548,sjslsmr02lems2,0,32,30,111.21.119.225,111.21.119.226,40,30,10.149.5.89,10.149.5.90,0,Indoor,MCFACAAXBBULTE0614548,614548,sjslsmr02lems2,0,32,30,111.21.119.225,111.21.119.226,40,30,10.149.5.89,10.149.5.90,0,Indoor,4B05,115,35,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D451569,No,RRH-P4,0,0,TBD,TBD,TBD
LCV,SF72XC740,FDD,1,MCFACAAXBBULTE0614548,614548,sjslsmr02lems2,1,32,30,111.21.119.225,111.21.119.226,40,30,10.149.5.89,10.149.5.90,0,Indoor,MCFACAAXBBULTE0614548,614548,sjslsmr02lems2,9,32,30,111.21.119.225,111.21.119.226,40,30,10.149.5.89,10.149.5.90,0,Indoor,4B05,114,45,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D451569,No,RRH-P4,0,0,TBD,TBD,TBD
LCV,SF72XC740,FDD,2,MCFACAAXBBULTE0614548,614548,sjslsmr02lems2,2,32,30,111.21.119.225,111.21.119.226,40,30,10.149.5.89,10.149.5.90,0,Indoor,MCFACAAXBBULTE0614548,614548,sjslsmr02lems2,18,32,30,111.21.119.225,111.21.119.226,40,30,10.149.5.89,10.149.5.90,0,Indoor,4B05,449,55,25,1992.5,1912.5,5,8665,26665,,,10.156.11.188/10.156.3.188,2T,4R,AB,0,6,EAIU4-U_I,S61D451569,No,RRH-P4,0,0,TBD,TBD,TBD
